,Conditions,Date,Dew Point,Events,Gust Speed,Heat Index,Humidity,Precip,Pressure,Temp.,Time (EDT),Time (EST),Visibility,Wind Dir,Wind Speed,Windchill
3120,Clear,"Apr. 15, 2017",33.1 °F,,-,,47%,,30.40 in,53.1 °F,1:51 AM,,10.0 mi,Variable,3.5 mph,
3121,Clear,"Apr. 15, 2017",33.1 °F,,-,,49%,,30.39 in,52.0 °F,2:51 AM,,10.0 mi,West,5.8 mph,
3122,Clear,"Apr. 15, 2017",33.1 °F,,-,,50%,,30.38 in,51.1 °F,3:51 AM,,10.0 mi,Calm,Calm,
3123,Clear,"Apr. 15, 2017",33.1 °F,,-,,50%,,30.38 in,51.1 °F,4:51 AM,,10.0 mi,Calm,Calm,
3124,Clear,"Apr. 15, 2017",33.1 °F,,-,,49%,,30.38 in,52.0 °F,5:51 AM,,10.0 mi,West,6.9 mph,
3125,Clear,"Apr. 15, 2017",33.1 °F,,-,,49%,,30.38 in,52.0 °F,6:51 AM,,10.0 mi,Variable,4.6 mph,
3126,Clear,"Apr. 15, 2017",33.1 °F,,-,,49%,,30.39 in,52.0 °F,7:51 AM,,10.0 mi,WSW,9.2 mph,
3127,Clear,"Apr. 15, 2017",35.1 °F,,-,,45%,,30.38 in,55.9 °F,8:51 AM,,10.0 mi,Variable,4.6 mph,
3128,Partly Cloudy,"Apr. 15, 2017",30.9 °F,,18.4 mph,,36%,,30.38 in,57.9 °F,9:51 AM,,10.0 mi,SW,8.1 mph,
3129,Overcast,"Apr. 15, 2017",35.1 °F,,-,,39%,,30.37 in,60.1 °F,10:51 AM,,10.0 mi,Variable,3.5 mph,
3130,Overcast,"Apr. 15, 2017",36.0 °F,,-,,39%,,30.34 in,61.0 °F,11:51 AM,,10.0 mi,South,8.1 mph,
3131,Overcast,"Apr. 15, 2017",37.0 °F,,-,,41%,,30.32 in,61.0 °F,12:51 PM,,10.0 mi,SSE,6.9 mph,
3132,Overcast,"Apr. 15, 2017",39.0 °F,,-,,46%,,30.30 in,60.1 °F,1:51 PM,,10.0 mi,South,5.8 mph,
3133,Mostly Cloudy,"Apr. 15, 2017",41.0 °F,,-,,45%,,30.25 in,63.0 °F,2:51 PM,,10.0 mi,Variable,3.5 mph,
3134,Mostly Cloudy,"Apr. 15, 2017",43.0 °F,,-,,45%,,30.22 in,64.9 °F,3:51 PM,,10.0 mi,SSE,8.1 mph,
3135,Overcast,"Apr. 15, 2017",45.0 °F,,-,,53%,,30.19 in,62.1 °F,4:51 PM,,10.0 mi,Variable,4.6 mph,
3136,Overcast,"Apr. 15, 2017",48.0 °F,,-,,64%,,30.19 in,60.1 °F,5:51 PM,,10.0 mi,South,8.1 mph,
3137,Overcast,"Apr. 15, 2017",48.9 °F,,17.3 mph,,67%,,30.21 in,60.1 °F,5:59 PM,,10.0 mi,South,11.5 mph,
3138,Mostly Cloudy,"Apr. 15, 2017",50.0 °F,,-,,69%,,30.20 in,60.1 °F,6:44 PM,,10.0 mi,Variable,3.5 mph,
3139,Mostly Cloudy,"Apr. 15, 2017",50.0 °F,,-,,69%,,30.17 in,60.1 °F,6:51 PM,,10.0 mi,SSE,6.9 mph,
3140,Overcast,"Apr. 15, 2017",50.0 °F,,-,,69%,,30.15 in,60.1 °F,7:51 PM,,10.0 mi,Variable,4.6 mph,
3141,Partly Cloudy,"Apr. 15, 2017",52.0 °F,,-,,72%,,30.14 in,61.0 °F,8:51 PM,,10.0 mi,South,6.9 mph,
3142,Clear,"Apr. 15, 2017",53.1 °F,,-,,75%,,30.13 in,61.0 °F,9:51 PM,,10.0 mi,South,5.8 mph,
3143,Mostly Cloudy,"Apr. 15, 2017",54.0 °F,,-,,75%,,30.10 in,62.1 °F,10:51 PM,,10.0 mi,SSW,6.9 mph,
3144,Mostly Cloudy,"Apr. 15, 2017",55.0 °F,,-,,78%,,30.09 in,62.1 °F,11:51 PM,,10.0 mi,Variable,4.6 mph,
3145,Clear,"Apr. 16, 2017",55.9 °F,,-,-,83%,,30.06 in,61.0 °F,12:51 AM,,10.0 mi,WSW,6.9 mph,
3146,Clear,"Apr. 16, 2017",55.9 °F,,-,-,83%,,30.04 in,61.0 °F,1:51 AM,,10.0 mi,Variable,4.6 mph,
3147,Clear,"Apr. 16, 2017",55.9 °F,,-,-,83%,,30.02 in,61.0 °F,2:51 AM,,10.0 mi,Variable,3.5 mph,
3148,Clear,"Apr. 16, 2017",57.0 °F,,-,-,90%,,30.01 in,60.1 °F,3:51 AM,,10.0 mi,North,-,
3149,Clear,"Apr. 16, 2017",57.0 °F,,-,-,87%,,30.00 in,61.0 °F,4:51 AM,,9.0 mi,West,6.9 mph,
3150,Partly Cloudy,"Apr. 16, 2017",57.0 °F,,-,-,84%,,29.99 in,62.1 °F,5:51 AM,,10.0 mi,WSW,6.9 mph,
3151,Clear,"Apr. 16, 2017",57.0 °F,,-,-,84%,,30.00 in,62.1 °F,6:51 AM,,9.0 mi,West,5.8 mph,
3152,Clear,"Apr. 16, 2017",57.0 °F,,-,-,78%,,29.99 in,64.0 °F,7:51 AM,,10.0 mi,West,4.6 mph,
3153,Clear,"Apr. 16, 2017",57.0 °F,,-,-,73%,,29.98 in,66.0 °F,8:51 AM,,10.0 mi,West,9.2 mph,
3154,Partly Cloudy,"Apr. 16, 2017",57.0 °F,,-,-,59%,,29.97 in,72.0 °F,9:51 AM,,10.0 mi,North,-,
3155,Partly Cloudy,"Apr. 16, 2017",55.9 °F,,-,-,48%,,29.95 in,77.0 °F,10:51 AM,,10.0 mi,Variable,5.8 mph,
3156,Clear,"Apr. 16, 2017",53.1 °F,,18.4 mph,79.9 °F,39%,,29.93 in,80.1 °F,11:51 AM,,10.0 mi,WSW,8.1 mph,
3157,Clear,"Apr. 16, 2017",50.0 °F,,17.3 mph,-,31%,,29.89 in,84.0 °F,12:51 PM,,10.0 mi,West,8.1 mph,
3158,Partly Cloudy,"Apr. 16, 2017",50.0 °F,,21.9 mph,-,30%,,29.86 in,84.9 °F,1:51 PM,,10.0 mi,West,12.7 mph,
3159,Partly Cloudy,"Apr. 16, 2017",48.9 °F,,29.9 mph,-,29%,,29.84 in,84.0 °F,2:51 PM,,10.0 mi,West,11.5 mph,
3160,Mostly Cloudy,"Apr. 16, 2017",51.1 °F,,20.7 mph,-,33%,,29.81 in,82.9 °F,3:51 PM,,10.0 mi,West,9.2 mph,
3161,Light Rain,"Apr. 16, 2017",60.1 °F,Rain,-,-,64%,0.00 in,29.82 in,73.0 °F,4:51 PM,,4.0 mi,Variable,6.9 mph,
3162,Partly Cloudy,"Apr. 16, 2017",55.9 °F,,-,-,45%,0.00 in,29.79 in,79.0 °F,5:51 PM,,10.0 mi,Calm,Calm,
3163,Clear,"Apr. 16, 2017",53.1 °F,,-,80.4 °F,38%,,29.76 in,81.0 °F,6:51 PM,,10.0 mi,North,-,
3164,Clear,"Apr. 16, 2017",50.0 °F,,18.4 mph,-,34%,,29.78 in,81.0 °F,7:51 PM,,10.0 mi,WSW,10.4 mph,
3165,Scattered Clouds,"Apr. 16, 2017",50.0 °F,,24.2 mph,-,34%,,29.81 in,81.0 °F,8:51 PM,,10.0 mi,West,10.4 mph,
3166,Overcast,"Apr. 16, 2017",57.0 °F,,21.9 mph,-,63%,,29.88 in,70.0 °F,9:51 PM,,10.0 mi,WNW,8.1 mph,
3167,Overcast,"Apr. 16, 2017",55.0 °F,,17.3 mph,-,57%,0.00 in,29.86 in,71.1 °F,10:51 PM,,10.0 mi,West,8.1 mph,
3168,Mostly Cloudy,"Apr. 16, 2017",55.0 °F,,-,-,57%,,29.85 in,71.1 °F,11:51 PM,,10.0 mi,West,9.2 mph,
3169,Clear,"Apr. 17, 2017",57.0 °F,,-,,63%,,29.86 in,70.0 °F,12:51 AM,,10.0 mi,West,4.6 mph,
3170,Clear,"Apr. 17, 2017",57.0 °F,,-,,68%,,29.86 in,68.0 °F,1:51 AM,,10.0 mi,West,3.5 mph,
3171,Clear,"Apr. 17, 2017",57.9 °F,,-,,70%,,29.85 in,68.0 °F,2:51 AM,,10.0 mi,WNW,4.6 mph,
3172,Clear,"Apr. 17, 2017",57.9 °F,,-,,75%,,29.85 in,66.0 °F,3:51 AM,,10.0 mi,West,6.9 mph,
3173,Clear,"Apr. 17, 2017",57.9 °F,,-,,75%,,29.86 in,66.0 °F,4:51 AM,,10.0 mi,West,4.6 mph,
3174,Clear,"Apr. 17, 2017",57.9 °F,,-,,75%,,29.88 in,66.0 °F,5:51 AM,,10.0 mi,West,6.9 mph,
3175,Clear,"Apr. 17, 2017",57.9 °F,,-,,75%,,29.91 in,66.0 °F,6:51 AM,,10.0 mi,Variable,5.8 mph,
3176,Scattered Clouds,"Apr. 17, 2017",55.9 °F,,-,,70%,,29.92 in,66.0 °F,7:51 AM,,10.0 mi,Variable,3.5 mph,
3177,Mostly Cloudy,"Apr. 17, 2017",52.0 °F,,-,,59%,,29.94 in,66.9 °F,8:51 AM,,10.0 mi,Variable,5.8 mph,
3178,Mostly Cloudy,"Apr. 17, 2017",44.1 °F,,-,,44%,,29.95 in,66.9 °F,9:51 AM,,10.0 mi,Variable,5.8 mph,
3179,Overcast,"Apr. 17, 2017",41.0 °F,,-,,39%,0.00 in,29.97 in,66.9 °F,10:51 AM,,10.0 mi,North,-,
3180,Scattered Clouds,"Apr. 17, 2017",36.0 °F,,17.3 mph,,28%,,29.97 in,71.1 °F,11:51 AM,,10.0 mi,NW,10.4 mph,
3181,Clear,"Apr. 17, 2017",37.0 °F,,17.3 mph,,30%,,29.96 in,70.0 °F,12:51 PM,,10.0 mi,WNW,9.2 mph,
3182,Clear,"Apr. 17, 2017",36.0 °F,,-,,29%,,29.95 in,70.0 °F,1:51 PM,,10.0 mi,WNW,9.2 mph,
3183,Clear,"Apr. 17, 2017",33.1 °F,,-,,24%,,29.95 in,72.0 °F,2:51 PM,,10.0 mi,West,8.1 mph,
3184,Clear,"Apr. 17, 2017",28.9 °F,,-,,19%,,29.95 in,73.9 °F,3:51 PM,,10.0 mi,North,-,
3185,Clear,"Apr. 17, 2017",27.0 °F,,21.9 mph,,19%,,29.97 in,71.1 °F,4:51 PM,,10.0 mi,North,9.2 mph,
3186,Clear,"Apr. 17, 2017",27.0 °F,,16.1 mph,,19%,,29.98 in,71.1 °F,5:51 PM,,10.0 mi,Variable,6.9 mph,
3187,Clear,"Apr. 17, 2017",28.9 °F,,19.6 mph,,22%,,30.02 in,69.1 °F,6:51 PM,,10.0 mi,North,8.1 mph,
3188,Clear,"Apr. 17, 2017",27.0 °F,,17.3 mph,,23%,,30.06 in,66.0 °F,7:51 PM,,10.0 mi,Variable,6.9 mph,
3189,Clear,"Apr. 17, 2017",27.0 °F,,-,,25%,,30.09 in,64.0 °F,8:51 PM,,10.0 mi,Variable,5.8 mph,
3190,Clear,"Apr. 17, 2017",26.1 °F,,-,,25%,,30.12 in,63.0 °F,9:51 PM,,10.0 mi,North,11.5 mph,
3191,Clear,"Apr. 17, 2017",25.0 °F,,-,,24%,,30.14 in,62.1 °F,10:51 PM,,10.0 mi,Calm,Calm,
3192,Clear,"Apr. 17, 2017",27.0 °F,,-,,29%,,30.16 in,59.0 °F,11:51 PM,,10.0 mi,NNW,10.4 mph,
3193,Clear,"Apr. 18, 2017",27.0 °F,,17.3 mph,,31%,,30.17 in,57.9 °F,12:51 AM,,10.0 mi,Variable,5.8 mph,
3194,Clear,"Apr. 18, 2017",28.9 °F,,-,,36%,,30.17 in,55.9 °F,1:51 AM,,10.0 mi,Variable,5.8 mph,
3195,Clear,"Apr. 18, 2017",28.9 °F,,-,,37%,,30.19 in,55.0 °F,2:51 AM,,10.0 mi,North,10.4 mph,
3196,Clear,"Apr. 18, 2017",30.9 °F,,-,,41%,,30.21 in,54.0 °F,3:51 AM,,10.0 mi,North,4.6 mph,
3197,Clear,"Apr. 18, 2017",30.9 °F,,-,,43%,,30.24 in,53.1 °F,4:51 AM,,10.0 mi,Variable,4.6 mph,
3198,Clear,"Apr. 18, 2017",30.9 °F,,-,,45%,,30.27 in,52.0 °F,5:51 AM,,10.0 mi,North,5.8 mph,
3199,Clear,"Apr. 18, 2017",34.0 °F,,-,,52%,,30.31 in,51.1 °F,6:51 AM,,10.0 mi,ENE,6.9 mph,
3200,Clear,"Apr. 18, 2017",35.1 °F,,-,,53%,,30.33 in,52.0 °F,7:51 AM,,10.0 mi,NE,8.1 mph,
3201,Clear,"Apr. 18, 2017",35.1 °F,,-,,49%,,30.35 in,54.0 °F,8:51 AM,,10.0 mi,ENE,8.1 mph,
3202,Clear,"Apr. 18, 2017",35.1 °F,,-,,45%,,30.37 in,55.9 °F,9:51 AM,,10.0 mi,East,5.8 mph,
3203,Clear,"Apr. 18, 2017",33.1 °F,,-,,39%,,30.38 in,57.9 °F,10:51 AM,,10.0 mi,NE,6.9 mph,
3204,Clear,"Apr. 18, 2017",33.1 °F,,-,,35%,,30.38 in,61.0 °F,11:51 AM,,10.0 mi,Calm,Calm,
3205,Clear,"Apr. 18, 2017",30.9 °F,,-,,31%,,30.37 in,62.1 °F,12:51 PM,,10.0 mi,Variable,3.5 mph,
3206,Clear,"Apr. 18, 2017",30.0 °F,,-,,26%,,30.36 in,66.0 °F,1:51 PM,,10.0 mi,Calm,Calm,
3207,Clear,"Apr. 18, 2017",36.0 °F,,-,,38%,,30.36 in,62.1 °F,2:51 PM,,10.0 mi,SSE,8.1 mph,
3208,Clear,"Apr. 18, 2017",36.0 °F,,16.1 mph,,38%,,30.36 in,62.1 °F,3:51 PM,,10.0 mi,SSE,9.2 mph,
3209,Clear,"Apr. 18, 2017",37.0 °F,,20.7 mph,,46%,,30.38 in,57.9 °F,4:51 PM,,10.0 mi,South,13.8 mph,
3210,Clear,"Apr. 18, 2017",36.0 °F,,23.0 mph,,49%,,30.39 in,55.0 °F,5:51 PM,,10.0 mi,SSE,9.2 mph,
3211,Clear,"Apr. 18, 2017",37.0 °F,,18.4 mph,,55%,,30.41 in,53.1 °F,6:51 PM,,10.0 mi,South,10.4 mph,
3212,Clear,"Apr. 18, 2017",37.9 °F,,20.7 mph,,61%,,30.44 in,51.1 °F,7:51 PM,,10.0 mi,South,6.9 mph,
3213,Clear,"Apr. 18, 2017",39.0 °F,,-,,66%,,30.47 in,50.0 °F,8:51 PM,,10.0 mi,Variable,4.6 mph,
3214,Clear,"Apr. 18, 2017",37.9 °F,,19.6 mph,,63%,,30.50 in,50.0 °F,9:51 PM,,10.0 mi,SE,10.4 mph,
3215,Clear,"Apr. 18, 2017",39.0 °F,,18.4 mph,,69%,,30.51 in,48.9 °F,10:51 PM,,10.0 mi,SSE,10.4 mph,
3216,Mostly Cloudy,"Apr. 18, 2017",39.9 °F,,17.3 mph,,74%,,30.52 in,48.0 °F,11:37 PM,,10.0 mi,SE,12.7 mph,
3217,Mostly Cloudy,"Apr. 18, 2017",39.0 °F,,17.3 mph,,71%,,30.50 in,48.0 °F,11:51 PM,,10.0 mi,SE,8.1 mph,
3218,Mostly Cloudy,"Apr. 19, 2017",39.0 °F,,-,,74%,,30.52 in,46.9 °F,12:51 AM,,10.0 mi,Variable,6.9 mph,-
3219,Scattered Clouds,"Apr. 19, 2017",39.0 °F,,-,,74%,,30.54 in,46.9 °F,1:20 AM,,10.0 mi,Variable,3.5 mph,-
3220,Scattered Clouds,"Apr. 19, 2017",39.0 °F,,-,,74%,,30.52 in,46.9 °F,1:51 AM,,10.0 mi,Calm,Calm,-
3221,Scattered Clouds,"Apr. 19, 2017",37.9 °F,,-,,73%,,30.51 in,46.0 °F,2:51 AM,,10.0 mi,Calm,Calm,-
3222,Mostly Cloudy,"Apr. 19, 2017",37.9 °F,,-,,73%,,30.54 in,46.0 °F,3:03 AM,,10.0 mi,SE,10.4 mph,41.0 °F
3223,Mostly Cloudy,"Apr. 19, 2017",37.0 °F,,-,,71%,,30.52 in,46.0 °F,3:51 AM,,10.0 mi,SSE,8.1 mph,41.9 °F
3224,Mostly Cloudy,"Apr. 19, 2017",36.0 °F,,-,,68%,,30.53 in,46.0 °F,4:51 AM,,10.0 mi,Variable,4.6 mph,43.9 °F
3225,Mostly Cloudy,"Apr. 19, 2017",37.0 °F,,-,,74%,,30.51 in,45.0 °F,5:51 AM,,10.0 mi,SSE,9.2 mph,40.1 °F
3226,Scattered Clouds,"Apr. 19, 2017",37.0 °F,,-,,74%,,30.53 in,45.0 °F,6:09 AM,,10.0 mi,Variable,5.8 mph,41.8 °F
3227,Mostly Cloudy,"Apr. 19, 2017",37.0 °F,,18.4 mph,,74%,,30.54 in,45.0 °F,6:32 AM,,10.0 mi,SE,10.4 mph,39.7 °F
3228,Mostly Cloudy,"Apr. 19, 2017",37.0 °F,,-,,74%,,30.52 in,45.0 °F,6:51 AM,,10.0 mi,SSE,5.8 mph,41.8 °F
3229,Mostly Cloudy,"Apr. 19, 2017",36.0 °F,,-,,68%,,30.53 in,46.0 °F,7:51 AM,,10.0 mi,SE,9.2 mph,41.4 °F
3230,Scattered Clouds,"Apr. 19, 2017",36.0 °F,,-,,66%,,30.54 in,46.9 °F,8:39 AM,,10.0 mi,Variable,3.5 mph,-
3231,Mostly Cloudy,"Apr. 19, 2017",35.6 °F,,17.3 mph,,66%,,30.54 in,46.4 °F,8:46 AM,,10.0 mi,South,10.4 mph,41.5 °F
3232,Mostly Cloudy,"Apr. 19, 2017",37.0 °F,,17.3 mph,,68%,,30.52 in,46.9 °F,8:51 AM,,10.0 mi,Variable,4.6 mph,-
3233,Overcast,"Apr. 19, 2017",37.0 °F,,-,,66%,,30.52 in,48.0 °F,9:51 AM,,10.0 mi,SE,8.1 mph,-
3234,Overcast,"Apr. 19, 2017",37.0 °F,,-,,64%,,30.50 in,48.9 °F,10:51 AM,,10.0 mi,North,-,-
3235,Overcast,"Apr. 19, 2017",37.0 °F,,17.3 mph,,61%,,30.48 in,50.0 °F,11:51 AM,,10.0 mi,South,9.2 mph,-
3236,Mostly Cloudy,"Apr. 19, 2017",37.9 °F,,18.4 mph,,61%,,30.45 in,51.1 °F,12:51 PM,,10.0 mi,South,11.5 mph,-
3237,Mostly Cloudy,"Apr. 19, 2017",39.0 °F,,-,,66%,,30.43 in,50.0 °F,1:51 PM,,10.0 mi,North,-,-
3238,Mostly Cloudy,"Apr. 19, 2017",39.0 °F,,23.0 mph,,61%,,30.39 in,52.0 °F,2:51 PM,,10.0 mi,SSE,9.2 mph,-
3239,Overcast,"Apr. 19, 2017",39.0 °F,,19.6 mph,,69%,,30.37 in,48.9 °F,3:51 PM,,10.0 mi,Variable,5.8 mph,-
3240,Overcast,"Apr. 19, 2017",39.9 °F,,18.4 mph,,74%,,30.35 in,48.0 °F,4:51 PM,,10.0 mi,South,9.2 mph,-
3241,Overcast,"Apr. 19, 2017",41.0 °F,,-,,74%,,30.37 in,48.9 °F,5:43 PM,,10.0 mi,Variable,6.9 mph,-
3242,Overcast,"Apr. 19, 2017",41.0 °F,,-,,74%,,30.35 in,48.9 °F,5:51 PM,,10.0 mi,SE,8.1 mph,-
3243,Overcast,"Apr. 19, 2017",41.0 °F,,-,,74%,,30.35 in,48.9 °F,6:43 PM,,10.0 mi,North,-,-
3244,Overcast,"Apr. 19, 2017",41.0 °F,,-,,74%,,30.32 in,48.9 °F,6:51 PM,,10.0 mi,SSE,3.5 mph,-
3245,Overcast,"Apr. 19, 2017",41.0 °F,,-,,77%,,30.33 in,48.0 °F,7:37 PM,,10.0 mi,North,-,-
3246,Light Rain,"Apr. 19, 2017",42.1 °F,Rain,-,,80%,0.00 in,30.30 in,48.0 °F,7:51 PM,,10.0 mi,North,-,-
3247,Overcast,"Apr. 19, 2017",43.0 °F,,-,,83%,0.00 in,30.32 in,48.0 °F,8:01 PM,,10.0 mi,South,4.6 mph,-
3248,Overcast,"Apr. 19, 2017",43.0 °F,,-,,80%,0.00 in,30.29 in,48.9 °F,8:51 PM,,10.0 mi,North,-,-
3249,Overcast,"Apr. 19, 2017",44.1 °F,,-,,83%,,30.28 in,48.9 °F,9:51 PM,,10.0 mi,Calm,Calm,-
3250,Overcast,"Apr. 19, 2017",43.0 °F,,-,,77%,,30.25 in,50.0 °F,10:51 PM,,10.0 mi,Calm,Calm,-
3251,Overcast,"Apr. 19, 2017",44.1 °F,,-,,80%,,30.22 in,50.0 °F,11:51 PM,,10.0 mi,Calm,Calm,-
3252,Overcast,"Apr. 20, 2017",44.1 °F,,-,,77%,,30.21 in,51.1 °F,12:51 AM,,10.0 mi,Calm,Calm,
3253,Overcast,"Apr. 20, 2017",45.0 °F,,-,,77%,,30.18 in,52.0 °F,1:51 AM,,10.0 mi,Calm,Calm,
3254,Overcast,"Apr. 20, 2017",45.0 °F,,-,,77%,,30.18 in,52.0 °F,2:33 AM,,10.0 mi,Calm,Calm,
3255,Overcast,"Apr. 20, 2017",46.0 °F,,-,,80%,,30.16 in,52.0 °F,2:51 AM,,10.0 mi,Calm,Calm,
3256,Overcast,"Apr. 20, 2017",46.0 °F,,-,,80%,,30.14 in,52.0 °F,3:51 AM,,10.0 mi,Calm,Calm,
3257,Overcast,"Apr. 20, 2017",48.9 °F,,-,,96%,0.01 in,30.12 in,50.0 °F,4:51 AM,,8.0 mi,Calm,Calm,
3258,Overcast,"Apr. 20, 2017",46.0 °F,,-,,86%,,30.10 in,50.0 °F,5:51 AM,,9.0 mi,Calm,Calm,
3259,Light Rain,"Apr. 20, 2017",48.0 °F,Rain,-,,93%,0.01 in,30.13 in,50.0 °F,6:51 AM,,3.0 mi,Calm,Calm,
3260,Rain,"Apr. 20, 2017",48.9 °F,Rain,-,,96%,0.06 in,30.16 in,50.0 °F,7:20 AM,,3.0 mi,Calm,Calm,
3261,Rain,"Apr. 20, 2017",48.9 °F,Rain,-,,96%,0.08 in,30.16 in,50.0 °F,7:28 AM,,3.0 mi,Calm,Calm,
3262,Light Rain,"Apr. 20, 2017",48.9 °F,Rain,-,,96%,0.10 in,30.16 in,50.0 °F,7:43 AM,,1.8 mi,Calm,Calm,
3263,Rain,"Apr. 20, 2017",48.9 °F,Rain,-,,96%,0.11 in,30.14 in,50.0 °F,7:51 AM,,1.5 mi,Calm,Calm,
3264,Light Rain,"Apr. 20, 2017",48.9 °F,Rain,-,,96%,0.03 in,30.15 in,50.0 °F,8:12 AM,,2.0 mi,Calm,Calm,
3265,Overcast,"Apr. 20, 2017",50.0 °F,,-,,96%,0.04 in,30.15 in,51.1 °F,8:27 AM,,2.5 mi,Calm,Calm,
3266,Overcast,"Apr. 20, 2017",51.1 °F,,-,,97%,0.04 in,30.13 in,52.0 °F,8:51 AM,,1.8 mi,Calm,Calm,
3267,Overcast,"Apr. 20, 2017",51.1 °F,,-,,97%,,30.15 in,52.0 °F,9:03 AM,,2.5 mi,NE,3.5 mph,
3268,Overcast,"Apr. 20, 2017",51.1 °F,,-,,93%,,30.13 in,53.1 °F,9:51 AM,,2.5 mi,East,3.5 mph,
3269,Overcast,"Apr. 20, 2017",51.1 °F,,-,,90%,,30.15 in,54.0 °F,10:07 AM,,3.0 mi,Calm,Calm,
3270,Overcast,"Apr. 20, 2017",51.1 °F,,-,,86%,,30.13 in,55.0 °F,10:51 AM,,3.0 mi,Calm,Calm,
3271,Unknown,"Apr. 20, 2017",-,,-,,N/A%,,-,-,11:51 AM,,-,North,-,
3272,Haze,"Apr. 20, 2017",51.1 °F,,-,,78%,,30.12 in,57.9 °F,12:43 PM,,6.0 mi,ENE,6.9 mph,
3273,Overcast,"Apr. 20, 2017",51.1 °F,,-,,75%,,30.09 in,59.0 °F,12:51 PM,,7.0 mi,NE,6.9 mph,
3274,Scattered Clouds,"Apr. 20, 2017",51.1 °F,,-,,65%,,30.08 in,63.0 °F,1:51 PM,,9.0 mi,ENE,4.6 mph,
3275,Partly Cloudy,"Apr. 20, 2017",50.0 °F,,-,,58%,,30.06 in,64.9 °F,2:51 PM,,9.0 mi,Variable,6.9 mph,
3276,Mostly Cloudy,"Apr. 20, 2017",50.0 °F,,-,,58%,,30.08 in,64.9 °F,3:22 PM,,10.0 mi,Variable,4.6 mph,
3277,Scattered Clouds,"Apr. 20, 2017",50.0 °F,,-,,59%,,30.07 in,64.4 °F,3:46 PM,,10.0 mi,Variable,4.6 mph,
3278,Partly Cloudy,"Apr. 20, 2017",50.0 °F,,-,,58%,,30.04 in,64.9 °F,3:51 PM,,10.0 mi,Variable,4.6 mph,
3279,Overcast,"Apr. 20, 2017",50.0 °F,,-,,58%,,30.03 in,64.9 °F,4:51 PM,,10.0 mi,NE,6.9 mph,
3280,Mostly Cloudy,"Apr. 20, 2017",50.0 °F,,-,,60%,,30.02 in,64.0 °F,5:51 PM,,10.0 mi,ENE,5.8 mph,
3281,Overcast,"Apr. 20, 2017",51.1 °F,,-,,70%,,30.02 in,61.0 °F,6:51 PM,,7.0 mi,South,8.1 mph,
3282,Mostly Cloudy,"Apr. 20, 2017",50.0 °F,,-,,75%,,30.04 in,57.9 °F,7:51 PM,,8.0 mi,South,6.9 mph,
3283,Overcast,"Apr. 20, 2017",48.9 °F,,18.4 mph,,77%,,30.05 in,55.9 °F,8:51 PM,,9.0 mi,South,6.9 mph,
3284,Overcast,"Apr. 20, 2017",48.9 °F,,17.3 mph,,80%,,30.04 in,55.0 °F,9:51 PM,,10.0 mi,SSE,10.4 mph,
3285,Overcast,"Apr. 20, 2017",46.9 °F,,19.6 mph,,74%,,30.04 in,55.0 °F,10:51 PM,,10.0 mi,SSE,8.1 mph,
3286,Overcast,"Apr. 20, 2017",48.0 °F,,-,,77%,,30.04 in,55.0 °F,11:51 PM,,10.0 mi,SSE,9.2 mph,
3287,Overcast,"Apr. 21, 2017",48.0 °F,,-,,80%,,30.06 in,54.0 °F,12:39 AM,,10.0 mi,East,8.1 mph,
3288,Overcast,"Apr. 21, 2017",48.0 °F,,-,,83%,,30.04 in,53.1 °F,12:51 AM,,10.0 mi,SSE,6.9 mph,
3289,Rain,"Apr. 21, 2017",50.0 °F,Rain,-,,93%,0.04 in,30.07 in,52.0 °F,1:06 AM,,2.0 mi,East,4.6 mph,
3290,Rain,"Apr. 21, 2017",50.0 °F,Rain,-,,96%,0.11 in,30.07 in,51.1 °F,1:20 AM,,1.5 mi,Variable,3.5 mph,
3291,Rain,"Apr. 21, 2017",50.0 °F,Rain,-,,96%,0.15 in,30.07 in,51.1 °F,1:27 AM,,1.8 mi,Variable,3.5 mph,
3292,Rain,"Apr. 21, 2017",48.9 °F,Rain,16.1 mph,,92%,0.19 in,30.05 in,51.1 °F,1:37 AM,,2.0 mi,Variable,4.6 mph,
3293,Light Rain,"Apr. 21, 2017",48.9 °F,Rain,-,,92%,0.22 in,30.01 in,51.1 °F,1:51 AM,,5.0 mi,Variable,4.6 mph,
3294,Overcast,"Apr. 21, 2017",50.0 °F,,-,,96%,0.00 in,30.03 in,51.1 °F,1:59 AM,,6.0 mi,East,5.8 mph,
3295,Overcast,"Apr. 21, 2017",50.0 °F,,-,,96%,0.00 in,30.03 in,51.1 °F,2:08 AM,,6.0 mi,ESE,8.1 mph,
3296,Overcast,"Apr. 21, 2017",48.9 °F,,-,,92%,0.00 in,30.02 in,51.1 °F,2:38 AM,,8.0 mi,ESE,5.8 mph,
3297,Overcast,"Apr. 21, 2017",48.9 °F,,-,,96%,0.00 in,29.98 in,50.0 °F,2:51 AM,,9.0 mi,Variable,6.9 mph,
3298,Overcast,"Apr. 21, 2017",46.9 °F,,-,,89%,,29.98 in,50.0 °F,3:51 AM,,9.0 mi,Variable,4.6 mph,
3299,Overcast,"Apr. 21, 2017",46.9 °F,,17.3 mph,,93%,,30.01 in,48.9 °F,4:04 AM,,10.0 mi,Variable,3.5 mph,
3300,Overcast,"Apr. 21, 2017",46.9 °F,,-,,93%,,29.96 in,48.9 °F,4:51 AM,,10.0 mi,Variable,5.8 mph,
