,Conditions,Date,Dew Point,Events,Gust Speed,Heat Index,Humidity,Precip,Pressure,Temp.,Time (EDT),Time (EST),Visibility,Wind Dir,Wind Speed,Windchill
619,Overcast,"Jan. 19, 2017",33.1 °F,,-,,68%,,30.01 in,43.0 °F,,10:51 PM,10.0 mi,Variable,3.5 mph,41.3 °F
620,Overcast,"Jan. 19, 2017",33.1 °F,,-,,68%,,30.01 in,43.0 °F,,11:51 PM,10.0 mi,Calm,Calm,-
621,Overcast,"Jan. 20, 2017",33.1 °F,,-,,70%,,30.03 in,42.1 °F,,12:51 AM,10.0 mi,East,6.9 mph,37.7 °F
622,Overcast,"Jan. 20, 2017",32.0 °F,,-,,67%,,30.03 in,42.1 °F,,1:51 AM,10.0 mi,Variable,3.5 mph,40.2 °F
623,Overcast,"Jan. 20, 2017",30.9 °F,,-,,67%,,30.03 in,41.0 °F,,2:51 AM,10.0 mi,East,10.4 mph,34.7 °F
624,Overcast,"Jan. 20, 2017",30.0 °F,,-,,68%,,30.02 in,39.9 °F,,3:51 AM,10.0 mi,ENE,5.8 mph,35.8 °F
625,Overcast,"Jan. 20, 2017",30.9 °F,,-,,70%,,30.01 in,39.9 °F,,4:51 AM,10.0 mi,NE,4.6 mph,36.7 °F
626,Overcast,"Jan. 20, 2017",30.9 °F,,-,,70%,,30.00 in,39.9 °F,,5:51 AM,10.0 mi,East,3.5 mph,37.8 °F
627,Overcast,"Jan. 20, 2017",30.9 °F,,-,,70%,,30.00 in,39.9 °F,,6:51 AM,10.0 mi,ENE,4.6 mph,36.7 °F
628,Overcast,"Jan. 20, 2017",30.9 °F,,-,,70%,,30.00 in,39.9 °F,,7:51 AM,10.0 mi,ENE,5.8 mph,35.8 °F
629,Overcast,"Jan. 20, 2017",30.9 °F,,-,,67%,,30.01 in,41.0 °F,,8:51 AM,10.0 mi,Variable,5.8 mph,37.1 °F
630,Overcast,"Jan. 20, 2017",32.0 °F,,-,,67%,,30.01 in,42.1 °F,,9:51 AM,10.0 mi,NE,5.8 mph,38.4 °F
631,Overcast,"Jan. 20, 2017",32.0 °F,,-,,67%,,30.03 in,42.1 °F,,10:51 AM,10.0 mi,Calm,Calm,-
632,Overcast,"Jan. 20, 2017",34.0 °F,,-,,68%,,29.98 in,44.1 °F,,11:51 AM,10.0 mi,Calm,Calm,-
633,Overcast,"Jan. 20, 2017",33.1 °F,,-,,63%,,29.96 in,45.0 °F,,12:51 PM,10.0 mi,Variable,5.8 mph,41.8 °F
634,Scattered Clouds,"Jan. 20, 2017",33.1 °F,,-,,63%,,29.95 in,45.0 °F,,1:40 PM,10.0 mi,South,6.9 mph,41.2 °F
635,Mostly Cloudy,"Jan. 20, 2017",33.1 °F,,-,,63%,,29.93 in,45.0 °F,,1:51 PM,10.0 mi,Variable,3.5 mph,43.5 °F
636,Mostly Cloudy,"Jan. 20, 2017",34.0 °F,,-,,65%,,29.93 in,45.0 °F,,2:51 PM,10.0 mi,Variable,5.8 mph,41.8 °F
637,Scattered Clouds,"Jan. 20, 2017",34.0 °F,,-,,65%,,29.95 in,45.0 °F,,3:01 PM,10.0 mi,South,3.5 mph,43.5 °F
638,Mostly Cloudy,"Jan. 20, 2017",34.0 °F,,-,,65%,,29.95 in,45.0 °F,,3:14 PM,10.0 mi,Variable,3.5 mph,43.5 °F
639,Overcast,"Jan. 20, 2017",37.0 °F,,-,,82%,0.01 in,29.93 in,42.1 °F,,3:51 PM,7.0 mi,Variable,3.5 mph,40.2 °F
640,Light Rain,"Jan. 20, 2017",37.9 °F,Rain,-,,85%,0.00 in,29.95 in,42.1 °F,,3:59 PM,6.0 mi,South,4.6 mph,39.2 °F
641,Light Rain,"Jan. 20, 2017",39.0 °F,Rain,-,,93%,0.03 in,29.94 in,41.0 °F,,4:41 PM,3.0 mi,SSE,5.8 mph,37.1 °F
642,Light Rain,"Jan. 20, 2017",37.9 °F,Rain,-,,89%,0.04 in,29.92 in,41.0 °F,,4:51 PM,4.0 mi,South,3.5 mph,39.0 °F
643,Light Rain,"Jan. 20, 2017",37.9 °F,Rain,-,,93%,0.03 in,29.95 in,39.9 °F,,5:38 PM,6.0 mi,South,4.6 mph,36.7 °F
644,Light Rain,"Jan. 20, 2017",37.9 °F,Rain,-,,93%,0.03 in,29.93 in,39.9 °F,,5:51 PM,7.0 mi,Calm,Calm,-
645,Light Rain,"Jan. 20, 2017",37.9 °F,Rain,-,,89%,0.02 in,29.95 in,41.0 °F,,6:30 PM,7.0 mi,Variable,3.5 mph,39.0 °F
646,Overcast,"Jan. 20, 2017",39.0 °F,,-,,97%,0.02 in,29.93 in,39.9 °F,,6:51 PM,6.0 mi,Variable,3.5 mph,37.8 °F
647,Overcast,"Jan. 20, 2017",39.0 °F,,-,,93%,,29.92 in,41.0 °F,,7:51 PM,9.0 mi,Variable,3.5 mph,39.0 °F
648,Overcast,"Jan. 20, 2017",39.0 °F,,-,,93%,,29.95 in,41.0 °F,,8:40 PM,8.0 mi,South,6.9 mph,36.4 °F
649,Overcast,"Jan. 20, 2017",39.0 °F,,-,,93%,,29.93 in,41.0 °F,,8:51 PM,9.0 mi,South,5.8 mph,37.1 °F
650,Overcast,"Jan. 20, 2017",39.0 °F,,-,,93%,,29.95 in,41.0 °F,,9:19 PM,7.0 mi,Variable,3.5 mph,39.0 °F
651,Overcast,"Jan. 20, 2017",39.9 °F,,-,,96%,,29.92 in,41.0 °F,,9:51 PM,4.0 mi,Calm,Calm,-
652,Overcast,"Jan. 20, 2017",39.9 °F,,-,,96%,,29.94 in,41.0 °F,,10:17 PM,4.0 mi,South,3.5 mph,39.0 °F
653,Overcast,"Jan. 20, 2017",39.9 °F,,-,,96%,,29.94 in,41.0 °F,,10:25 PM,4.0 mi,South,3.5 mph,39.0 °F
654,Overcast,"Jan. 20, 2017",39.9 °F,,-,,96%,,29.92 in,41.0 °F,,10:51 PM,5.0 mi,South,4.6 mph,38.0 °F
655,Overcast,"Jan. 20, 2017",39.2 °F,,-,,93%,,29.94 in,41.0 °F,,11:48 PM,5.0 mi,Variable,3.5 mph,39.0 °F
656,Overcast,"Jan. 20, 2017",39.9 °F,,-,,96%,,29.92 in,41.0 °F,,11:51 PM,5.0 mi,Calm,Calm,-
657,Overcast,"Jan. 21, 2017",41.0 °F,,-,,96%,,29.94 in,42.1 °F,,12:15 AM,5.0 mi,WSW,6.9 mph,37.7 °F
658,Overcast,"Jan. 21, 2017",39.9 °F,,-,,92%,,29.92 in,42.1 °F,,12:51 AM,5.0 mi,Variable,6.9 mph,37.7 °F
659,Overcast,"Jan. 21, 2017",39.9 °F,,16.1 mph,,92%,,29.92 in,42.1 °F,,1:51 AM,5.0 mi,WSW,5.8 mph,38.4 °F
660,Overcast,"Jan. 21, 2017",39.9 °F,,-,,92%,,29.93 in,42.1 °F,,2:22 AM,5.0 mi,West,8.1 mph,37.1 °F
661,Overcast,"Jan. 21, 2017",39.9 °F,,-,,92%,,29.90 in,42.1 °F,,2:51 AM,5.0 mi,West,6.9 mph,37.7 °F
662,Overcast,"Jan. 21, 2017",39.9 °F,,-,,92%,,29.89 in,42.1 °F,,3:51 AM,4.0 mi,West,4.6 mph,39.2 °F
663,Overcast,"Jan. 21, 2017",41.0 °F,,-,,100%,,29.89 in,41.0 °F,,4:51 AM,5.0 mi,WSW,8.1 mph,35.8 °F
664,Overcast,"Jan. 21, 2017",41.0 °F,,-,,96%,,29.88 in,42.1 °F,,5:51 AM,5.0 mi,Variable,3.5 mph,40.2 °F
665,Overcast,"Jan. 21, 2017",39.9 °F,,-,,92%,,29.88 in,42.1 °F,,6:51 AM,6.0 mi,Variable,6.9 mph,37.7 °F
666,Overcast,"Jan. 21, 2017",41.0 °F,,-,,96%,,29.91 in,42.1 °F,,7:10 AM,6.0 mi,Variable,3.5 mph,40.2 °F
667,Overcast,"Jan. 21, 2017",41.0 °F,,-,,96%,,29.91 in,42.1 °F,,7:26 AM,6.0 mi,West,6.9 mph,37.7 °F
668,Overcast,"Jan. 21, 2017",41.0 °F,,-,,96%,,29.88 in,42.1 °F,,7:51 AM,5.0 mi,Variable,3.5 mph,40.2 °F
669,Overcast,"Jan. 21, 2017",41.0 °F,,-,,93%,,29.90 in,43.0 °F,,8:14 AM,5.0 mi,WSW,3.5 mph,41.3 °F
670,Overcast,"Jan. 21, 2017",39.9 °F,,-,,92%,,29.90 in,42.1 °F,,8:37 AM,6.0 mi,SW,3.5 mph,40.2 °F
671,Mostly Cloudy,"Jan. 21, 2017",41.0 °F,,-,,93%,,29.88 in,43.0 °F,,8:51 AM,6.0 mi,Calm,Calm,-
672,Overcast,"Jan. 21, 2017",41.0 °F,,-,,93%,,29.89 in,43.0 °F,,9:51 AM,5.0 mi,North,-,-
673,Overcast,"Jan. 21, 2017",41.0 °F,,-,,93%,,29.88 in,43.0 °F,,10:51 AM,5.0 mi,West,5.8 mph,39.5 °F
674,Overcast,"Jan. 21, 2017",41.0 °F,,-,,93%,,29.87 in,43.0 °F,,11:51 AM,6.0 mi,WNW,6.9 mph,38.8 °F
675,Overcast,"Jan. 21, 2017",42.1 °F,,-,,93%,,29.83 in,44.1 °F,,12:51 PM,6.0 mi,Calm,Calm,-
676,Scattered Clouds,"Jan. 21, 2017",43.0 °F,,-,,86%,,29.83 in,46.9 °F,,1:29 PM,7.0 mi,West,4.6 mph,-
677,Haze,"Jan. 21, 2017",43.0 °F,,-,,83%,,29.81 in,48.0 °F,,1:51 PM,6.0 mi,Calm,Calm,-
678,Clear,"Jan. 21, 2017",42.1 °F,,-,,86%,,29.81 in,46.0 °F,,2:51 PM,5.0 mi,Variable,3.5 mph,44.8 °F
679,Mostly Cloudy,"Jan. 21, 2017",42.1 °F,,-,,90%,,29.83 in,45.0 °F,,3:10 PM,5.0 mi,Variable,5.8 mph,41.8 °F
680,Mostly Cloudy,"Jan. 21, 2017",43.0 °F,,-,,93%,,29.81 in,45.0 °F,,3:51 PM,4.0 mi,Variable,3.5 mph,43.5 °F
681,Scattered Clouds,"Jan. 21, 2017",43.0 °F,,-,,93%,,29.83 in,45.0 °F,,4:04 PM,4.0 mi,Calm,Calm,-
682,Clear,"Jan. 21, 2017",43.0 °F,,-,,93%,,29.81 in,45.0 °F,,4:51 PM,4.0 mi,WSW,5.8 mph,41.8 °F
683,Partly Cloudy,"Jan. 21, 2017",44.1 °F,,-,,97%,,29.83 in,45.0 °F,,5:20 PM,6.0 mi,Variable,4.6 mph,42.6 °F
684,Mostly Cloudy,"Jan. 21, 2017",44.1 °F,,-,,97%,,29.83 in,45.0 °F,,5:36 PM,5.0 mi,West,5.8 mph,41.8 °F
685,Overcast,"Jan. 21, 2017",44.1 °F,,-,,97%,,29.81 in,45.0 °F,,5:51 PM,5.0 mi,Calm,Calm,-
686,Mostly Cloudy,"Jan. 21, 2017",44.1 °F,,-,,97%,,29.81 in,45.0 °F,,6:51 PM,4.0 mi,West,5.8 mph,41.8 °F
687,Overcast,"Jan. 21, 2017",44.1 °F,,-,,100%,,29.84 in,44.1 °F,,7:34 PM,3.0 mi,WSW,6.9 mph,40.1 °F
688,Overcast,"Jan. 21, 2017",44.1 °F,,-,,100%,,29.82 in,44.1 °F,,7:51 PM,3.0 mi,Calm,Calm,-
689,Overcast,"Jan. 21, 2017",45.0 °F,,-,,100%,,29.80 in,45.0 °F,,8:51 PM,3.0 mi,West,3.5 mph,43.5 °F
690,Mostly Cloudy,"Jan. 21, 2017",44.1 °F,,-,,100%,,29.81 in,44.1 °F,,9:17 PM,3.0 mi,Calm,Calm,-
691,Mostly Cloudy,"Jan. 21, 2017",44.1 °F,,-,,100%,,29.81 in,44.1 °F,,9:31 PM,2.5 mi,Calm,Calm,-
692,Mostly Cloudy,"Jan. 21, 2017",44.1 °F,,-,,100%,,29.80 in,44.1 °F,,9:51 PM,3.0 mi,WNW,4.6 mph,41.5 °F
693,Mostly Cloudy,"Jan. 21, 2017",44.1 °F,,-,,100%,,29.82 in,44.1 °F,,9:55 PM,2.5 mi,West,6.9 mph,40.1 °F
694,Overcast,"Jan. 21, 2017",44.1 °F,,-,,100%,,29.83 in,44.1 °F,,10:21 PM,1.2 mi,West,3.5 mph,42.5 °F
695,Overcast,"Jan. 21, 2017",44.1 °F,,-,,100%,,29.82 in,44.1 °F,,10:39 PM,0.8 mi,Calm,Calm,-
696,Overcast,"Jan. 21, 2017",44.6 °F,,-,,100%,,29.83 in,44.6 °F,,10:48 PM,1.2 mi,West,3.5 mph,43.1 °F
697,Overcast,"Jan. 21, 2017",44.1 °F,,-,,100%,,29.81 in,44.1 °F,,10:51 PM,1.5 mi,WNW,3.5 mph,42.5 °F
698,Mist,"Jan. 21, 2017",43.0 °F,,-,,100%,,29.82 in,43.0 °F,,11:25 PM,0.8 mi,WSW,3.5 mph,41.3 °F
699,Overcast,"Jan. 21, 2017",43.0 °F,,-,,100%,,29.81 in,43.0 °F,,11:42 PM,1.0 mi,West,3.5 mph,41.3 °F
700,Overcast,"Jan. 21, 2017",44.1 °F,,-,,100%,,29.78 in,44.1 °F,,11:51 PM,1.5 mi,Calm,Calm,-
701,Overcast,"Jan. 22, 2017",44.1 °F,,-,,100%,,29.80 in,44.1 °F,,12:09 AM,2.0 mi,Calm,Calm,-
702,Overcast,"Jan. 22, 2017",43.0 °F,,-,,100%,,29.77 in,43.0 °F,,12:51 AM,1.5 mi,West,4.6 mph,40.3 °F
703,Overcast,"Jan. 22, 2017",43.0 °F,,-,,100%,,29.80 in,43.0 °F,,1:27 AM,2.5 mi,Calm,Calm,-
704,Overcast,"Jan. 22, 2017",44.1 °F,,-,,100%,,29.78 in,44.1 °F,,1:37 AM,3.0 mi,Calm,Calm,-
705,Overcast,"Jan. 22, 2017",44.1 °F,,-,,100%,,29.75 in,44.1 °F,,1:51 AM,3.0 mi,West,3.5 mph,42.5 °F
706,Overcast,"Jan. 22, 2017",44.1 °F,,-,,100%,,29.78 in,44.1 °F,,2:03 AM,3.0 mi,Calm,Calm,-
707,Scattered Clouds,"Jan. 22, 2017",44.1 °F,,-,,100%,,29.75 in,44.1 °F,,2:51 AM,4.0 mi,Calm,Calm,-
708,Scattered Clouds,"Jan. 22, 2017",43.0 °F,,-,,100%,,29.72 in,43.0 °F,,3:51 AM,4.0 mi,Calm,Calm,-
709,Mostly Cloudy,"Jan. 22, 2017",43.0 °F,,-,,100%,,29.74 in,43.0 °F,,3:59 AM,4.0 mi,Calm,Calm,-
710,Mostly Cloudy,"Jan. 22, 2017",43.0 °F,,-,,100%,,29.74 in,43.0 °F,,4:17 AM,4.0 mi,Calm,Calm,-
711,Overcast,"Jan. 22, 2017",44.1 °F,,-,,100%,,29.72 in,44.1 °F,,4:51 AM,3.0 mi,Calm,Calm,-
712,Overcast,"Jan. 22, 2017",43.0 °F,,-,,100%,,29.73 in,43.0 °F,,5:51 AM,4.0 mi,Calm,Calm,-
713,Overcast,"Jan. 22, 2017",44.1 °F,,-,,100%,,29.75 in,44.1 °F,,6:20 AM,4.0 mi,Calm,Calm,-
714,Overcast,"Jan. 22, 2017",43.0 °F,,-,,100%,,29.76 in,43.0 °F,,6:32 AM,2.5 mi,WNW,3.5 mph,41.3 °F
715,Overcast,"Jan. 22, 2017",43.0 °F,,-,,100%,,29.74 in,43.0 °F,,6:51 AM,2.0 mi,WNW,3.5 mph,41.3 °F
716,Overcast,"Jan. 22, 2017",43.0 °F,,-,,100%,,29.76 in,43.0 °F,,6:58 AM,1.2 mi,WNW,3.5 mph,41.3 °F
717,Overcast,"Jan. 22, 2017",43.0 °F,,-,,100%,,29.73 in,43.0 °F,,7:51 AM,1.0 mi,NE,4.6 mph,40.3 °F
718,Mist,"Jan. 22, 2017",43.0 °F,,-,,100%,,29.75 in,43.0 °F,,8:03 AM,0.8 mi,ENE,4.6 mph,40.3 °F
719,Fog,"Jan. 22, 2017",44.1 °F,Fog,-,,100%,,29.73 in,44.1 °F,,8:51 AM,0.5 mi,East,4.6 mph,41.5 °F
720,Overcast,"Jan. 22, 2017",44.1 °F,,-,,100%,,29.76 in,44.1 °F,,9:17 AM,1.2 mi,NE,3.5 mph,42.5 °F
721,Overcast,"Jan. 22, 2017",44.1 °F,,-,,100%,,29.74 in,44.1 °F,,9:51 AM,2.0 mi,ENE,4.6 mph,41.5 °F
722,Overcast,"Jan. 22, 2017",44.1 °F,,-,,97%,,29.77 in,45.0 °F,,10:18 AM,3.0 mi,NE,3.5 mph,43.5 °F
723,Overcast,"Jan. 22, 2017",45.0 °F,,-,,96%,,29.75 in,46.0 °F,,10:51 AM,3.0 mi,East,5.8 mph,43.1 °F
724,Overcast,"Jan. 22, 2017",43.0 °F,,-,,93%,,29.73 in,45.0 °F,,11:51 AM,4.0 mi,Variable,5.8 mph,41.8 °F
725,Overcast,"Jan. 22, 2017",42.1 °F,,-,,90%,,29.70 in,45.0 °F,,12:51 PM,6.0 mi,NE,8.1 mph,40.6 °F
726,Overcast,"Jan. 22, 2017",42.1 °F,,-,,86%,,29.72 in,46.0 °F,,1:33 PM,7.0 mi,ENE,6.9 mph,42.5 °F
727,Overcast,"Jan. 22, 2017",42.1 °F,,-,,83%,,29.68 in,46.9 °F,,1:51 PM,7.0 mi,Variable,6.9 mph,-
728,Overcast,"Jan. 22, 2017",42.1 °F,,-,,86%,,29.72 in,46.0 °F,,2:30 PM,5.0 mi,ENE,9.2 mph,41.4 °F
729,Overcast,"Jan. 22, 2017",42.1 °F,,17.3 mph,,86%,,29.69 in,46.0 °F,,2:51 PM,6.0 mi,ENE,11.5 mph,40.6 °F
730,Light Rain,"Jan. 22, 2017",44.6 °F,Rain,19.6 mph,,93%,0.00 in,29.73 in,46.4 °F,,3:46 PM,1.8 mi,ENE,9.2 mph,41.9 °F
731,Light Rain,"Jan. 22, 2017",44.1 °F,Rain,-,,93%,0.00 in,29.71 in,46.0 °F,,3:51 PM,1.8 mi,ENE,10.4 mph,41.0 °F
732,Overcast,"Jan. 22, 2017",44.1 °F,,-,,93%,0.01 in,29.73 in,46.0 °F,,3:57 PM,3.0 mi,ENE,8.1 mph,41.9 °F
733,Light Rain,"Jan. 22, 2017",44.1 °F,Rain,-,,93%,0.01 in,29.74 in,46.0 °F,,4:14 PM,1.8 mi,ENE,11.5 mph,40.6 °F
734,Light Rain,"Jan. 22, 2017",44.6 °F,Rain,-,,93%,0.04 in,29.74 in,46.4 °F,,4:46 PM,3.0 mi,ENE,5.8 mph,43.5 °F
735,Overcast,"Jan. 22, 2017",45.0 °F,,-,,96%,0.04 in,29.72 in,46.0 °F,,4:51 PM,5.0 mi,Variable,5.8 mph,43.1 °F
736,Light Rain,"Jan. 22, 2017",45.0 °F,Rain,-,,96%,0.00 in,29.75 in,46.0 °F,,4:58 PM,5.0 mi,East,9.2 mph,41.4 °F
737,Overcast,"Jan. 22, 2017",44.1 °F,,-,,93%,0.01 in,29.73 in,46.0 °F,,5:51 PM,7.0 mi,ENE,9.2 mph,41.4 °F
738,Overcast,"Jan. 22, 2017",43.0 °F,,-,,89%,,29.77 in,46.0 °F,,6:40 PM,8.0 mi,ENE,8.1 mph,41.9 °F
739,Overcast,"Jan. 22, 2017",43.0 °F,,-,,89%,,29.75 in,46.0 °F,,6:51 PM,8.0 mi,Variable,6.9 mph,42.5 °F
740,Overcast,"Jan. 22, 2017",43.0 °F,,17.3 mph,,86%,,29.76 in,46.9 °F,,7:51 PM,10.0 mi,ENE,11.5 mph,-
741,Overcast,"Jan. 22, 2017",42.1 °F,,23.0 mph,,83%,,29.78 in,46.9 °F,,8:31 PM,10.0 mi,ENE,13.8 mph,-
742,Overcast,"Jan. 22, 2017",41.0 °F,,25.3 mph,,80%,,29.77 in,46.9 °F,,8:51 PM,10.0 mi,East,11.5 mph,-
743,Overcast,"Jan. 22, 2017",41.0 °F,,21.9 mph,,83%,,29.79 in,46.0 °F,,9:51 PM,10.0 mi,ENE,10.4 mph,41.0 °F
744,Overcast,"Jan. 22, 2017",41.0 °F,,21.9 mph,,86%,,29.83 in,45.0 °F,,10:27 PM,10.0 mi,ENE,10.4 mph,39.7 °F
745,Overcast,"Jan. 22, 2017",39.9 °F,,28.8 mph,,82%,,29.81 in,45.0 °F,,10:51 PM,10.0 mi,ENE,16.1 mph,37.9 °F
746,Overcast,"Jan. 22, 2017",39.9 °F,,23.0 mph,,85%,,29.82 in,44.1 °F,,11:51 PM,10.0 mi,ENE,12.7 mph,37.7 °F
747,Overcast,"Jan. 23, 2017",39.9 °F,,23.0 mph,,89%,,29.81 in,43.0 °F,,12:51 AM,10.0 mi,East,16.1 mph,35.4 °F
748,Overcast,"Jan. 23, 2017",39.9 °F,,24.2 mph,,89%,,29.84 in,43.0 °F,,1:14 AM,10.0 mi,East,12.7 mph,36.4 °F
749,Overcast,"Jan. 23, 2017",39.0 °F,,28.8 mph,,86%,,29.85 in,43.0 °F,,1:35 AM,10.0 mi,ENE,13.8 mph,36.0 °F
750,Overcast,"Jan. 23, 2017",39.9 °F,,21.9 mph,,89%,,29.83 in,43.0 °F,,1:51 AM,10.0 mi,East,9.2 mph,37.7 °F
751,Overcast,"Jan. 23, 2017",39.0 °F,,29.9 mph,,89%,,29.84 in,42.1 °F,,2:19 AM,9.0 mi,ENE,13.8 mph,34.9 °F
752,Overcast,"Jan. 23, 2017",39.0 °F,,32.2 mph,,89%,,29.81 in,42.1 °F,,2:51 AM,10.0 mi,East,16.1 mph,34.2 °F
753,Overcast,"Jan. 23, 2017",37.9 °F,,26.5 mph,,85%,,29.85 in,42.1 °F,,3:26 AM,10.0 mi,East,10.4 mph,36.1 °F
754,Overcast,"Jan. 23, 2017",37.9 °F,,33.4 mph,,85%,,29.82 in,42.1 °F,,3:51 AM,10.0 mi,ENE,20.7 mph,33.1 °F
755,Overcast,"Jan. 23, 2017",37.0 °F,,32.2 mph,,86%,,29.82 in,41.0 °F,,4:51 AM,10.0 mi,ENE,15.0 mph,33.1 °F
756,Overcast,"Jan. 23, 2017",36.0 °F,,28.8 mph,,82%,,29.84 in,41.0 °F,,5:30 AM,10.0 mi,East,12.7 mph,33.9 °F
757,Overcast,"Jan. 23, 2017",35.1 °F,,32.2 mph,,79%,,29.83 in,41.0 °F,,5:51 AM,10.0 mi,ENE,17.3 mph,32.5 °F
758,Overcast,"Jan. 23, 2017",34.0 °F,,28.8 mph,,76%,,29.82 in,41.0 °F,,6:51 AM,10.0 mi,East,15.0 mph,33.1 °F
759,Overcast,"Jan. 23, 2017",34.0 °F,,32.2 mph,,79%,,29.85 in,39.9 °F,,7:51 AM,10.0 mi,East,15.0 mph,31.8 °F
760,Overcast,"Jan. 23, 2017",30.9 °F,,33.4 mph,,70%,,29.83 in,39.9 °F,,8:51 AM,10.0 mi,ENE,23.0 mph,29.7 °F
761,Overcast,"Jan. 23, 2017",30.0 °F,,43.7 mph,,68%,,29.83 in,39.9 °F,,9:51 AM,10.0 mi,ENE,25.3 mph,29.2 °F
762,Overcast,"Jan. 23, 2017",30.0 °F,,32.2 mph,,68%,,29.84 in,39.9 °F,,10:51 AM,10.0 mi,ENE,20.7 mph,30.2 °F
763,Overcast,"Jan. 23, 2017",30.9 °F,,34.5 mph,,70%,,29.79 in,39.9 °F,,11:51 AM,10.0 mi,ENE,19.6 mph,30.5 °F
764,Overcast,"Jan. 23, 2017",30.9 °F,,42.6 mph,,70%,,29.74 in,39.9 °F,,12:51 PM,10.0 mi,ENE,21.9 mph,30.0 °F
765,Overcast,"Jan. 23, 2017",30.9 °F,,39.1 mph,,70%,,29.70 in,39.9 °F,,1:51 PM,10.0 mi,ENE,19.6 mph,30.5 °F
766,Overcast,"Jan. 23, 2017",30.9 °F,,42.6 mph,,70%,,29.68 in,39.9 °F,,2:51 PM,10.0 mi,ENE,23.0 mph,29.7 °F
767,Overcast,"Jan. 23, 2017",30.9 °F,,38.0 mph,,70%,,29.70 in,39.9 °F,,3:05 PM,10.0 mi,ENE,24.2 mph,29.5 °F
768,Light Rain,"Jan. 23, 2017",32.0 °F,Rain,38.0 mph,,79%,0.01 in,29.67 in,37.9 °F,,3:51 PM,4.0 mi,ENE,20.7 mph,27.6 °F
769,Light Rain,"Jan. 23, 2017",33.1 °F,Rain,36.8 mph,,83%,0.02 in,29.65 in,37.9 °F,,4:51 PM,8.0 mi,NE,23.0 mph,27.1 °F
770,Rain,"Jan. 23, 2017",34.0 °F,Rain,26.5 mph,,89%,0.10 in,29.66 in,37.0 °F,,5:51 PM,4.0 mi,ENE,10.4 mph,29.8 °F
771,Rain,"Jan. 23, 2017",34.0 °F,Rain,29.9 mph,,93%,0.18 in,29.65 in,36.0 °F,,6:51 PM,4.0 mi,NE,19.6 mph,25.3 °F
772,Light Rain,"Jan. 23, 2017",34.0 °F,Rain,27.6 mph,,93%,0.17 in,29.62 in,36.0 °F,,7:51 PM,4.0 mi,NE,17.3 mph,26.0 °F
773,Rain,"Jan. 23, 2017",34.0 °F,Rain,31.1 mph,,93%,0.12 in,29.60 in,36.0 °F,,8:51 PM,3.0 mi,NE,17.3 mph,26.0 °F
774,Rain,"Jan. 23, 2017",35.1 °F,Rain,25.3 mph,,97%,0.17 in,29.56 in,36.0 °F,,9:51 PM,3.0 mi,ENE,17.3 mph,26.0 °F
775,Rain,"Jan. 23, 2017",35.6 °F,Rain,35.7 mph,,100%,0.16 in,29.53 in,35.6 °F,,10:48 PM,2.5 mi,NE,23.0 mph,24.0 °F
776,Rain,"Jan. 23, 2017",35.1 °F,Rain,35.7 mph,,97%,0.18 in,29.51 in,36.0 °F,,10:51 PM,2.5 mi,ENE,19.6 mph,25.3 °F
777,Rain,"Jan. 23, 2017",35.1 °F,Rain,29.9 mph,,97%,0.03 in,29.52 in,36.0 °F,,11:01 PM,3.0 mi,ENE,11.5 mph,28.0 °F
778,Rain,"Jan. 23, 2017",35.1 °F,Rain,36.8 mph,,97%,0.09 in,29.51 in,36.0 °F,,11:17 PM,2.5 mi,ENE,16.1 mph,26.3 °F
779,Light Rain,"Jan. 23, 2017",35.1 °F,Rain,32.2 mph,,93%,0.12 in,29.51 in,37.0 °F,,11:27 PM,4.0 mi,ENE,18.4 mph,27.0 °F
780,Rain,"Jan. 23, 2017",35.1 °F,Rain,31.1 mph,,97%,0.18 in,29.46 in,36.0 °F,,11:51 PM,3.0 mi,ENE,16.1 mph,26.3 °F
781,Rain,"Jan. 24, 2017",35.1 °F,Rain,31.1 mph,,93%,0.17 in,29.41 in,37.0 °F,,12:51 AM,2.5 mi,ENE,17.3 mph,27.4 °F
782,Rain,"Jan. 24, 2017",35.1 °F,Rain,27.6 mph,,93%,0.05 in,29.43 in,37.0 °F,,1:06 AM,3.0 mi,NE,18.4 mph,27.0 °F
783,Light Rain,"Jan. 24, 2017",35.1 °F,Rain,29.9 mph,,93%,0.15 in,29.37 in,37.0 °F,,1:51 AM,6.0 mi,ENE,17.3 mph,27.4 °F
784,Light Rain,"Jan. 24, 2017",35.1 °F,Rain,31.1 mph,,93%,0.03 in,29.39 in,37.0 °F,,2:20 AM,5.0 mi,NE,17.3 mph,27.4 °F
785,Overcast,"Jan. 24, 2017",35.1 °F,,35.7 mph,,93%,0.07 in,29.35 in,37.0 °F,,2:51 AM,6.0 mi,NE,13.8 mph,28.5 °F
786,Overcast,"Jan. 24, 2017",35.1 °F,,29.9 mph,,93%,0.01 in,29.37 in,37.0 °F,,3:12 AM,5.0 mi,ENE,15.0 mph,28.1 °F
787,Overcast,"Jan. 24, 2017",35.1 °F,,21.9 mph,,93%,0.02 in,29.35 in,37.0 °F,,3:51 AM,4.0 mi,ENE,15.0 mph,28.1 °F
788,Light Rain,"Jan. 24, 2017",35.1 °F,Rain,23.0 mph,,97%,0.03 in,29.38 in,36.0 °F,,4:16 AM,2.5 mi,NE,12.7 mph,27.5 °F
